movie_id,avg_rating,total_votes,median_rating
tt10151260,7.5,534,8
tt10152214,6.1,153,10
tt10155342,6.9,301,7
tt10156112,7.6,516,9
tt10161238,5.5,310,6
tt10182822,6.7,1684,7
tt10183616,5.7,226,6
tt10187686,8.0,566,8
tt10187766,4.7,184,10
tt10195210,6.2,207,7
tt10196142,4.8,600,7
tt10199586,7.1,577,7
tt10199590,7.5,970,8
tt10199640,7.2,1618,7
tt10199670,4.7,228,4
tt10204366,6.6,100,7
tt10207850,5.1,133,6
tt10207954,7.3,216,8
tt10208194,6.8,179,7
tt10208198,6.9,2631,7
tt10214826,8.6,3084,9
tt10214842,2.7,503,1
tt10217550,7.2,886,8
tt10218664,6.0,397,7
tt10218674,5.4,250,6
tt10223546,6.6,104,7
tt10228204,6.8,183,7
tt10237612,7.1,163,8
tt10238788,2.6,277,2
tt10239930,6.7,492,8
tt10243678,6.5,3146,7
tt10244760,6.8,112,7
tt1024855,5.1,791,5
tt1025100,5.7,21606,6
tt10253466,6.7,424,9
tt10253816,6.7,248,7
tt10255320,3.5,191,3
tt10263320,3.4,6623,1
tt10272534,7.0,102,7
tt10275440,6.0,280,6
tt10276554,8.5,136,10
tt10279010,5.8,244,6
tt10280220,6.9,175,8
tt10295602,5.9,294,6
tt10298454,6.5,104,7
tt10298896,6.5,377,7
tt10303892,5.7,1171,8
tt10305328,2.0,169,1
tt10305616,5.6,445,6
tt10310222,6.3,381,7
tt10318332,7.1,323,8
tt10320050,7.1,1576,8
tt10323688,4.9,164,6
tt10324144,8.3,13683,9
tt10325070,5.3,103,5
tt10327712,6.1,416,6
tt10327842,2.9,298,3
tt10329842,3.9,149,4
tt10330046,7.6,175,9
tt10334602,7.2,529,8
tt10334624,4.4,138,5
tt10340618,6.1,115,8
tt10341248,4.6,109,5
tt1034385,6.0,9864,6
tt1034415,6.8,46628,7
tt10360782,5.2,187,6
tt10364402,5.2,118,6
tt10370116,9.1,943,10
tt10370402,7.1,171,8
tt10370434,9.7,133,10
tt10370932,8.1,919,9
tt10375682,7.2,318,7
tt10378798,4.6,586,9
tt10380266,9.1,593,9
tt10381126,5.3,223,6
tt10384108,7.3,120,8
tt10384744,7.8,1390,8
tt10392792,4.6,115,6
tt10394822,7.7,115,8
tt10405902,9.4,533,10
tt10407272,6.8,550,7
tt10409590,6.3,298,7
tt10410520,4.4,113,7
tt10411954,5.8,103,6
tt10419266,8.1,260,10
tt10431010,7.3,514,8
tt10431500,8.3,1922,9
tt10438658,6.2,214,7
tt10443252,5.0,137,9
tt10443808,7.3,956,8
tt10444252,7.1,132,8
tt10452466,7.6,722,8
tt10495746,8.2,385,9
tt10495912,7.5,367,8
tt10497826,6.7,205,7
tt10498810,2.9,902,7
tt10503934,7.6,155,8
tt10504752,6.4,177,7
tt10504928,3.2,141,1
tt10510654,5.4,148,6
tt10514532,2.8,103,3
tt10515086,8.8,3819,10
tt10515340,6.1,515,6
tt10518924,7.2,235,7
tt10519182,4.7,1367,8
tt10521814,6.6,1672,8
tt10540024,6.7,347,8
tt10545040,5.8,105,6
tt10545470,6.8,147,7
tt10545484,8.3,1793,9
tt10550884,6.2,794,7
tt10551118,4.6,371,5
tt10551420,7.0,118,7
tt10551450,5.8,100,7
tt10551608,8.2,1483,9
tt10556036,7.9,584,8
tt10579992,6.7,391,7
tt10581102,4.1,379,5
tt10585038,3.7,130,4
tt10589914,6.4,561,7
tt10592082,7.6,103,9
tt10592506,7.2,120,8
tt10602172,7.3,102,8
tt10604464,3.1,132,10
tt10608842,4.2,161,9
tt10622790,6.4,259,7
tt10623524,7.7,440,10
tt10627720,7.7,2245,8
tt10643938,7.4,102,8
tt10648440,7.1,1268,7
tt10651188,5.1,162,5
tt10656188,7.4,187,8
tt10656240,7.6,231,8
tt10658960,2.9,145,10
tt10659288,3.0,129,10
tt10671436,7.2,476,8
tt10675136,4.7,744,5
tt10675966,7.7,372,8
tt10676902,7.0,422,8
tt10682000,6.6,795,7
tt10687168,5.2,151,6
tt10695638,5.6,390,7
tt10696882,5.3,191,6
tt10702760,8.7,259,9
tt10709404,6.2,464,7
tt10711648,7.1,1168,8
tt10715194,5.3,684,5
tt10715974,9.0,180,10
tt10726604,6.0,161,6
tt10726756,7.1,289,8
tt1072748,5.4,25988,6
tt10731866,7.5,133,8
tt10734928,7.2,208,8
tt10738914,3.6,413,8
tt10763618,7.2,360,8
tt10763826,7.8,427,8
tt10764458,3.2,171,1
tt10765852,8.8,833,9
tt10767168,7.1,145,7
tt10767426,6.8,215,7
tt10768678,7.5,313,8
tt10783920,4.4,110,4
tt10800758,5.3,111,6
tt10805432,7.6,747,8
tt10815982,9.0,115,9
tt10816510,7.9,821,10
tt1082807,6.1,39833,6
tt10834986,7.8,342,9
tt10860558,4.4,132,6
tt10864024,5.4,147,6
tt10867504,9.6,1010,10
tt10869474,9.5,1017,10
tt10883272,5.0,142,9
tt10883506,8.1,132,8
tt10885124,6.5,111,8
tt10895780,7.5,312,8
tt10895830,5.8,153,6
tt10901588,9.5,617,10
tt10914342,10.0,587,10
tt10927122,3.6,233,4
tt10944714,5.4,201,7
tt10958282,6.4,629,7
tt10975452,8.8,376,10
tt10984586,7.7,187,9
tt11006522,7.5,232,8
tt11020466,6.1,150,7
tt11027104,4.3,124,5
tt11041136,8.5,143,9
tt11041754,7.1,150,7
tt11046300,8.1,1527,9
tt11062388,6.9,144,7
tt11066130,6.7,409,8
tt11110904,8.6,131,10
tt11134856,6.2,145,7
tt11163028,5.9,363,6
tt11238648,5.5,157,8
tt1127881,5.5,322,6
tt1131724,5.8,17187,6
tt1131728,3.5,1460,3
tt1134664,5.2,3429,5
tt1137450,6.4,54528,7
tt1139592,4.0,15624,4
tt1148205,4.8,459,5
tt1158939,5.8,1878,6
tt1183352,6.6,475,7
tt1194238,7.2,11165,7
tt1194606,3.5,452,3
tt1206885,6.7,23924,7
tt1212428,6.6,69528,7
tt1213641,7.3,139035,7
tt1219827,6.3,182942,7
tt1225856,5.6,626,9
tt1226837,7.3,37276,7
tt1227927,4.1,187,5
tt1230168,6.6,4945,7
tt1235187,6.0,1927,7
tt1241317,4.5,69262,4
tt1249439,2.6,283,2
tt1253859,6.4,827,9
tt1255919,3.8,23687,4
tt1259528,7.0,75546,7
tt1270797,6.7,312437,7
tt1272016,8.1,316,8
tt1273221,4.3,3919,5
tt1281966,2.3,390,2
tt1285009,5.2,23566,5
tt1286146,7.4,1394,10
tt1288367,6.5,1008,9
tt1289403,7.4,25559,8
tt1291566,6.9,7928,7
tt1293847,5.2,80138,5
tt1298644,5.4,26954,6
tt1301178,4.4,506,1
tt1302006,8.7,8846,9
tt1308728,5.4,20548,6
tt1318517,6.4,10833,7
tt1330018,6.0,3462,6
tt1334514,5.2,234,7
tt1338635,4.5,105,5
tt1362141,3.5,236,4
tt1365519,6.3,172035,7
tt1366338,5.7,2010,6
tt1380151,5.1,539,5
tt1386583,2.3,411,2
tt1386691,6.2,9243,6
tt1389072,5.7,83118,6
tt1389098,6.1,685,6
tt1396484,7.3,408221,8
tt1401621,6.9,720,8
tt1412528,5.8,23848,6
tt1413492,6.6,54143,7
tt1431347,5.1,114,6
tt1454700,7.3,564,8
tt1458169,5.9,30305,6
tt1464763,5.4,26807,6
tt1469304,5.5,145504,6
tt1477834,7.0,311374,7
tt1478839,7.5,8122,8
tt1485796,7.6,208505,8
tt1488606,6.5,84580,7
tt1489887,7.3,45783,7
tt1492705,5.1,961,5
tt1502407,6.6,102247,7
tt1507002,5.4,287,6
tt1507571,5.8,1835,6
tt1517451,7.7,284195,8
tt1517471,6.2,1553,6
tt1525916,6.8,177,7
tt1536537,6.9,89598,7
tt1542484,3.5,266,4
tt1544608,5.2,9229,5
tt1553659,6.8,2155,7
tt1558259,3.9,197,4
tt1560220,7.2,29555,7
tt1563742,5.9,28649,6
tt1564777,5.4,12276,6
tt1571234,6.1,85366,6
tt1590193,6.3,89240,6
tt1604064,3.4,547,10
tt1604560,5.3,318,9
tt1610525,6.5,4917,7
tt1615160,7.0,85982,7
tt1618434,6.0,73211,6
tt1619029,6.7,67701,7
tt1620680,4.2,36925,4
tt1620981,5.9,6650,6
tt1633217,6.5,527,7
tt1640605,2.8,110,3
tt1646972,5.7,122,9
tt1648190,5.6,115713,6
tt1650060,5.9,769,7
tt1650535,6.1,6110,6
tt1653665,7.1,21632,7
tt1661275,6.8,15859,7
tt1663222,3.5,1327,3
tt1666185,5.8,19277,6
tt1666187,2.7,677,2
tt1667321,6.3,7335,6
tt1667354,7.3,567,8
tt1674768,4.9,171,6
tt1677720,7.5,320181,8
tt1680140,5.1,835,5
tt1682886,5.5,656,6
tt1690967,5.9,1654,6
tt1691916,6.4,41021,7
tt1691924,2.8,162,3
tt1698655,4.0,125,6
tt1699518,6.6,4661,7
tt1712192,6.4,10096,7
tt1715751,4.4,355,9
tt1718924,6.5,8898,7
tt1718998,5.2,337,6
tt1720035,7.1,593,7
tt1720621,5.6,903,6
tt1724970,5.3,16039,5
tt1727396,6.3,346,6
tt1727497,6.4,949,6
tt1727824,8.0,392599,8
tt1734493,6.2,25583,6
tt1736046,2.9,100,3
tt1740683,6.3,525,7
tt1748051,3.4,294,4
tt1753786,4.2,1156,5
tt1754316,4.0,164,9
tt1757831,2.3,1080,2
tt1758810,5.1,51450,5
tt1759744,5.7,1438,6
tt1773753,5.1,5106,5
tt1774591,5.8,4673,8
tt1776097,1.8,211,1
tt1780790,3.7,138,4
tt1780967,5.4,486,6
tt1781058,5.8,9219,6
tt1785288,5.4,1428,6
tt1785635,4.8,10976,5
tt1790809,6.6,237867,7
tt1791611,3.6,110,4
tt1791687,6.2,220,7
tt1799516,6.4,3044,7
tt1800302,6.7,52110,7
tt1801552,4.8,11599,5
tt1806913,4.9,7344,5
tt1824932,6.9,123,7
tt1825683,7.3,551245,8
tt1826956,3.8,124,4
tt1833116,6.6,1525,7
tt1837636,5.7,8958,6
tt1841642,5.3,12439,5
tt1843303,6.0,155,6
tt1846589,6.6,41685,7
tt1854582,4.2,1787,4
tt1855282,7.0,271,8
tt1856101,8.0,399963,8
tt1859476,5.1,472,6
tt1860242,6.9,55311,7
tt1863293,5.5,111,6
tt1869347,6.3,14622,6
tt1869491,5.5,477,8
tt1880399,6.8,9454,7
tt1880415,5.7,817,6
tt1881109,4.9,318,5
tt1884378,3.3,448,3
tt1895315,7.1,31972,7
tt1901024,5.1,14503,7
tt1922544,5.5,368,6
tt1928334,2.8,336,3
tt1934452,4.0,525,4
tt1935089,5.8,3159,6
tt1935194,5.4,10929,6
tt1935897,4.8,11478,5
tt1937340,5.8,329,7
tt1946502,4.8,3645,5
tt1950186,8.3,15065,9
tt1950235,5.8,5670,6
tt1961175,6.2,60977,6
tt1966359,5.5,15323,6
tt1966385,5.5,1553,6
tt1967614,5.7,6191,6
tt1971310,3.2,317,3
tt1972591,6.7,175069,7
tt1977094,4.5,1100,5
tt1979376,7.9,130535,8
tt1981128,5.3,83630,6
tt1986202,4.4,8761,8
tt1987680,6.8,33879,7
tt1995458,7.4,111,9
tt1999890,5.5,10811,6
tt1999995,5.7,33895,6
tt2002742,6.7,162,7
tt2011223,5.3,1359,7
tt2011311,6.3,17255,7
tt2018069,5.3,4550,5
tt2018111,6.2,697,7
tt2024521,6.5,2463,7
tt2034176,4.2,2358,6
tt2034800,5.9,115603,6
tt2039338,5.2,36853,5
tt2039380,3.0,478,3
tt2039412,4.2,787,4
tt2042692,4.2,214,5
tt2049518,5.4,152,7
tt2050452,6.6,302,7
tt2051850,4.9,606,6
tt2062700,5.7,16308,6
tt2066051,7.4,78744,8
tt2069797,5.7,5122,6
tt2072233,5.6,26774,6
tt2073600,8.2,1509,9
tt2076826,4.5,311,5
tt2088950,5.6,3582,6
tt2090465,6.1,10941,6
tt2091256,6.2,22898,6
tt2094195,5.1,127,7
tt2098669,3.9,157,4
tt2114504,4.1,2941,4
tt2119532,8.1,384005,8
tt2119543,6.0,37324,6
tt2125650,4.6,287,5
tt2126357,5.8,16936,6
tt2139881,6.9,55118,7
tt2140507,6.4,6129,7
tt2140629,5.7,5429,6
tt2149360,5.8,3489,6
tt2150177,4.1,465,5
tt2155399,7.5,1397,8
tt2157045,3.0,203,3
tt2160105,5.8,6406,6
tt2170667,9.3,17407,10
tt2179155,4.3,136,5
tt2179231,7.4,3942,8
tt2179734,7.3,147,10
tt2181282,6.5,1044,7
tt2184233,6.3,2002,7
tt2186712,5.4,824,6
tt2195552,4.6,735,4
tt2196053,5.9,826,7
tt2197926,6.3,580,7
tt2198235,6.5,802,7
tt2201211,6.7,646,8
tt2226440,4.5,257,5
tt2226597,6.4,59744,7
tt2231461,6.1,123755,6
tt2233979,4.9,539,5
tt2237324,5.4,3731,6
tt2239822,6.5,147191,7
tt2241475,4.6,488,5
tt2243900,6.0,1421,9
tt2249081,5.9,1554,6
tt2250912,7.4,460468,8
tt2262216,7.3,110,10
tt2262315,6.3,14548,7
tt2265651,5.9,118,8
tt2268018,2.9,490,2
tt2273648,4.7,357,6
tt2274604,6.9,1133,7
tt2274648,5.2,57192,5
tt2275629,6.4,246,8
tt2275743,4.5,1519,5
tt2277834,5.6,939,9
tt2278870,3.8,856,4
tt2281442,1.7,160,1
tt2283336,5.7,74213,6
tt2283362,6.9,258945,7
tt2289098,5.6,377,8
tt2291540,6.2,13229,6
tt2293060,6.2,525,7
tt2293272,6.3,244,6
tt2296777,5.1,8730,5
tt2297108,3.9,952,4
tt2302416,7.1,314,8
tt2304662,5.3,345,6
tt2306441,3.8,108,4
tt2310316,7.1,610,8
tt2311530,8.8,256,9
tt2312184,6.0,2095,7
tt2315582,6.2,8215,6
tt2315596,6.2,8737,6
tt2316204,6.4,234503,7
tt2316479,5.5,1790,6
tt2324928,2.7,712,2
tt2328900,6.3,29603,6
tt2330973,4.6,363,5
tt2331047,6.2,13718,6
tt2334871,4.5,30970,5
tt2337841,5.4,4662,7
tt2338454,5.5,14711,6
tt2345759,5.5,160354,6
tt2349944,7.1,123,8
tt2361317,6.4,48528,7
tt2361746,6.4,3148,7
tt2368254,6.7,12288,7
tt2369600,4.7,623,6
tt2370230,6.0,1353,6
tt2371365,6.4,178,7
tt2372251,5.1,10094,5
tt2375585,3.7,385,6
tt2377752,5.2,412,6
tt2378145,4.1,702,7
tt2378507,7.1,25476,7
tt2380307,8.4,305662,9
tt2382622,4.5,117,5
tt2385752,5.9,720,6
tt2386237,4.7,8298,5
tt2386490,7.5,78711,8
tt2386588,6.2,132,7
tt2386668,3.6,149,4
tt2388771,6.5,49361,7
tt2392383,5.2,204,6
tt2392748,4.7,2528,5
tt2392830,6.4,4751,7
tt2395469,8.2,22593,9
tt2396489,6.2,634,7
tt2396589,7.4,35638,8
tt2398241,6.0,16323,6
tt2401825,6.4,763,7
tt2404639,6.3,3660,7
tt2406566,6.7,158473,7
tt2413516,1.6,441,1
tt2417712,5.8,10648,6
tt2421910,3.7,164,4
tt2425466,4.9,111,5
tt2429278,4.3,213,5
tt2435970,3.6,158,5
tt2445568,6.0,1445,7
tt2449638,4.1,1896,4
tt2463842,5.5,314,6
tt2476294,5.6,229,6
tt2481498,6.6,57454,7
tt2482856,2.8,116,3
tt2484224,4.1,600,4
tt2487028,3.1,758,3
tt2490148,3.0,159,3
tt2492344,5.8,741,7
tt2499472,5.6,8939,6
tt2501366,4.2,170,5
tt2515456,4.8,122,6
tt2516500,3.2,237,3
tt2516966,5.5,344,7
tt2520046,6.0,124,6
tt2523096,3.5,259,3
tt2527336,7.1,482896,7
tt2530316,4.5,160,5
tt2531334,4.3,3611,5
tt2531344,6.2,61096,6
tt2534642,5.6,115,6
tt2543472,8.0,118835,8
tt2548396,5.5,86802,6
tt2556676,4.2,171,5
tt2557478,5.6,94263,6
tt2560792,5.9,4089,8
tt2565974,2.4,172,2
tt2566644,7.1,915,8
tt2568862,6.6,69050,7
tt2570500,6.7,408,7
tt2575290,6.0,142,8
tt2578608,1.6,1539,1
tt2582498,6.2,6523,6
tt2582576,6.3,16105,6
tt2582784,6.0,5646,6
tt2585736,7.1,760,9
tt2586120,6.4,3375,7
tt2592614,5.5,77278,6
tt2597760,5.5,3232,6
tt2602338,4.6,178,8
tt2606314,7.5,213,9
tt2610248,6.7,321,7
tt2619512,7.0,2346,8
tt2620590,5.0,17377,5
tt2625948,3.1,137,3
tt2630742,5.7,211,7
tt2633076,5.7,2809,6
tt2634414,3.6,672,3
tt2639336,6.0,17432,6
tt2651724,2.6,151,2
tt2658538,5.3,586,6
tt2670882,6.3,916,7
tt2671706,7.2,89760,7
tt2674454,6.4,12530,7
tt2677064,5.9,1958,7
tt2677722,6.3,3498,7
tt2690226,6.3,461,7
tt2690634,6.5,837,8
tt2700194,3.1,143,3
tt2704998,6.9,174328,7
tt2707810,5.6,923,6
tt2709692,6.3,34092,6
tt2709962,3.9,103,5
tt2712758,4.5,338,5
tt2720826,5.4,6382,6
tt2721624,5.2,164,6
tt2728784,3.3,415,3
tt2736858,4.1,192,4
tt2737304,6.6,237846,7
tt2741564,4.9,385,5
tt2759338,3.8,253,4
tt2762506,8.1,4422,9
tt2762662,5.2,520,6
tt2763304,7.2,101507,7
tt2766104,5.2,610,6
tt2769828,4.0,1631,5
tt2771200,7.2,248356,7
tt2776878,6.5,10647,7
tt2782232,6.0,272,8
tt2783862,3.2,566,3
tt2784134,2.7,1755,3
tt2787302,6.7,2246,8
tt2789014,2.9,143,3
tt2794684,4.1,158,2
tt2798920,6.9,244403,7
tt2800340,6.4,3463,7
tt2802062,4.2,141,5
tt2805676,4.4,122,4
tt2814628,6.0,110,6
tt2822672,5.9,4190,6
tt2825596,5.1,131,6
tt2827058,3.5,161,4
tt2837574,6.7,32385,7
tt2838568,5.8,335,7
tt2848324,6.2,2030,6
tt2850480,6.2,451,7
tt2852500,4.6,166,5
tt2854926,6.5,94447,7
tt2866708,5.7,1014,6
tt2872518,6.3,27081,7
tt2873282,6.6,145841,7
tt2880664,6.3,1220,7
tt2898904,2.4,116,2
tt2901896,4.5,388,5
tt2905082,4.5,901,5
tt2909966,4.6,129,5
tt2913562,5.5,316,7
tt2917484,3.2,255,3
tt2920294,6.3,497,7
tt2923834,4.9,1408,5
tt2924392,5.4,2368,7
tt2926924,4.2,146,4
tt2928840,4.9,202,6
tt2931140,5.9,650,7
tt2931376,5.9,1300,8
tt2932536,5.6,42965,6
tt2935390,3.5,4184,8
tt2935510,7.0,67416,7
tt2935516,6.6,240,7
tt2936390,5.7,2041,7
tt2936884,6.2,2397,7
tt2937366,5.7,16738,6
tt2938464,3.9,679,4
tt2940482,2.8,557,2
tt2943946,5.3,113,6
tt2948160,5.2,4378,7
tt2948530,4.1,412,5
tt2955304,4.3,159,4
tt2957760,6.2,6081,6
tt2962932,8.0,235,10
tt2967226,4.4,1903,5
tt2967856,7.3,1052,8
tt2984576,3.0,1134,3
tt2989524,6.6,5639,7
tt2990140,7.1,36373,7
tt2993848,3.8,575,4
tt3004774,7.3,1226,8
tt3009772,6.3,1233,7
tt3011960,5.2,11405,5
tt3014284,6.0,20138,6
tt3021984,4.5,147,5
tt3024324,3.9,566,4
tt3026488,6.5,6961,7
tt3038542,3.3,121,3
tt3038708,5.0,5245,5
tt3044664,5.6,103,8
tt3053228,3.4,8852,3
tt3059304,4.8,187,7
tt3061222,5.0,625,7
tt3061594,5.8,105,6
tt3063364,3.3,211,3
tt3064338,7.3,348,8
tt3068544,3.4,339,9
tt3071192,5.3,710,6
tt3072732,6.2,1432,7
tt3074952,4.1,1140,4
tt3076510,5.1,361,5
tt3079222,5.0,218,6
tt3079568,3.4,193,3
tt3082826,6.2,1888,6
tt3086078,4.8,197,7
tt3092790,7.2,1092,8
tt3096782,5.2,372,5
tt3097876,6.9,117,10
tt3104988,6.9,112372,7
tt3107166,4.7,608,6
tt3108658,6.7,168,7
tt3111516,4.0,797,4
tt3113386,4.7,123,5
tt3113836,4.3,412,5
tt3115906,7.0,3189,9
tt3116438,2.5,801,2
tt3118920,4.9,351,5
tt3120280,5.9,29932,6
tt3121200,2.7,325,2
tt3122390,5.9,2296,8
tt3127016,4.6,326,5
tt3127022,6.5,9452,7
tt3130560,6.5,917,7
tt3130594,5.4,314,7
tt3131050,3.2,699,3
tt3132614,6.6,460,9
tt3138122,6.4,2687,9
tt3142428,4.2,125,4
tt3142468,6.3,116,7
tt3147410,7.3,208,8
tt3148552,4.3,882,5
tt3148978,4.3,237,6
tt3150966,5.3,1236,6
tt3151710,4.3,312,5
tt3155328,6.2,7223,6
tt3160336,4.7,277,6
tt3163224,3.8,755,4
tt3165264,2.9,157,3
tt3165632,3.1,1400,3
tt3169740,6.6,1272,7
tt3170458,5.5,663,6
tt3170972,2.7,504,3
tt3171832,6.0,17798,6
tt3174376,6.2,34619,6
tt3176980,6.3,845,7
tt3180402,2.9,139,3
tt3180548,4.6,247,6
tt3180912,4.8,718,5
tt3182620,6.0,3226,7
tt3183402,5.8,1117,6
tt3188492,5.9,1094,8
tt3194388,1.7,735,7
tt3197802,5.8,175,10
tt3198000,4.6,1432,5
tt3201640,5.8,39685,6
tt3201654,6.0,204,6
tt3201736,5.9,946,7
tt3203528,6.4,14980,7
tt3203620,4.5,6844,5
tt3204632,5.3,813,6
tt3209826,3.9,276,4
tt3212026,4.5,193,5
tt3212910,5.7,459,6
tt3220900,5.4,247,6
tt3222852,6.6,216,7
tt3224288,7.0,1616,8
tt3226454,4.3,223,5
tt3226786,6.4,1600,7
tt3228088,4.5,913,5
tt3229488,6.1,2528,7
tt3231390,3.6,441,4
tt3231734,3.0,508,4
tt3238502,3.2,669,3
tt3244786,6.6,1193,7
tt3245848,6.7,161,7
tt3246874,6.8,620,8
tt3249124,6.3,506,7
tt3255590,5.6,6228,6
tt3256226,4.7,26694,5
tt3257794,6.5,345,7
tt3259276,6.0,275,8
tt3262342,7.8,42834,8
tt3263306,4.7,164,5
tt3263946,6.8,1302,7
tt3266284,5.3,7105,5
tt3268340,6.5,1547,7
tt3277446,7.7,247,8
tt3278224,7.4,2055,8
tt3280262,5.2,18500,5
tt3281920,5.2,420,6
tt3282076,4.4,2470,4
tt3283864,6.2,1606,6
tt3284450,5.3,521,6
tt3286560,4.8,4002,6
tt3289080,3.4,332,4
tt3289724,6.1,13539,6
tt3289804,4.2,129,5
tt3289956,6.8,82923,7
tt3291632,2.3,203,2
tt3292080,6.3,409,7
tt3294746,6.5,1954,7
tt3296156,7.7,1752,9
tt3296908,6.4,11793,7
tt3297382,4.2,1115,4
tt3300712,3.4,180,4
tt3300980,7.4,14115,8
tt3305176,3.8,337,4
tt3305308,5.8,6845,6
tt3305388,7.3,239,8
tt3310896,4.9,694,9
tt3311020,4.7,1732,5
tt3312180,3.9,743,4
tt3313054,3.3,606,3
tt3313182,5.1,569,5
tt3313314,4.0,455,4
tt3313324,3.6,100,5
tt3315342,8.1,586106,8
tt3315656,3.5,387,4
tt3317158,3.1,311,3
tt3317234,5.4,22902,6
tt3319730,6.0,6095,6
tt3320500,4.1,1608,4
tt3321470,4.5,568,5
tt3322892,4.5,10233,5
tt3324852,7.1,460,9
tt3325154,6.5,128,8
tt3329456,5.4,181,6
tt3330948,5.5,613,9
tt3332282,3.3,196,3
tt3332372,7.1,200,8
tt3334390,3.5,136,3
tt3334418,5.2,1803,8
tt3335606,6.3,19526,6
tt3338188,4.6,140,6
tt3339376,3.7,201,4
tt3340446,6.9,1785,7
tt3342332,5.5,170,6
tt3343868,3.5,1313,3
tt3344694,6.7,5508,7
tt3348730,5.8,60788,6
tt3349578,6.2,2467,9
tt3350996,5.0,1188,8
tt3361792,6.8,18185,7
tt3362238,5.0,520,5
tt3364264,5.9,1546,6
tt3370702,4.4,148,6
tt3371366,5.2,124165,6
tt3373410,1.2,107,1
tt3378384,3.2,144,5
tt3385524,7.2,23783,7
tt3387520,6.2,32598,6
tt3396208,4.6,177,5
tt3398808,5.6,382,6
tt3399484,3.8,3124,4
tt3401174,6.5,104,7
tt3401392,6.2,645,7
tt3401882,5.6,36526,6
tt3401962,7.5,605,8
tt3402236,6.5,186410,7
tt3404246,5.1,1106,5
tt3405236,6.8,37644,8
tt3407614,6.6,691,7
tt3409848,6.7,4418,7
tt3411444,6.7,42476,7
tt3411556,8.4,362,10
tt3412738,6.3,735,9
tt3415358,5.1,318,5
tt3415992,5.9,744,6
tt3416532,7.5,73286,8
tt3416536,6.4,9009,7
tt3418064,3.0,212,3
tt3418424,5.6,548,8
tt3421124,4.5,1080,7
tt3424690,4.8,3341,5
tt3429340,4.5,320,5
tt3430548,7.3,1412,8
tt3436572,4.0,114,4
tt3442726,5.4,119,6
tt3444008,6.5,336,9
tt3444206,3.3,261,3
tt3445280,4.6,462,8
tt3445702,7.3,2347,9
tt3446330,6.7,792,10
tt3447876,3.7,113,4
tt3449006,5.1,1376,6
tt3449322,4.4,288,5
tt3449588,4.8,371,7
tt3450134,4.1,1623,4
tt3450958,7.4,209383,8
tt3451984,4.4,598,5
tt3453008,7.6,159,10
tt3455326,5.3,106,7
tt3457508,5.1,1701,5
tt3458254,4.4,6347,5
tt3458510,5.1,5457,5
tt3458760,5.6,1706,8
tt3462710,5.1,12080,5
tt3463106,5.5,6178,6
tt3465026,4.5,527,5
